"fecha_vigencia","precio","provincia","localidad","direccion"
"03/01/2024",788,"SAN JUAN","POCITOS","JOAQUIN UÑAC (CALLE MENDOZA) Y CALLE 11 (AV. ING. MARCOS ZALAZAR) (RP 7 Y RP 215)"
"03/01/2024",788,"SAN JUAN","POCITOS","JOAQUIN UÑAC (CALLE MENDOZA) Y CALLE 11 (AV. ING. MARCOS ZALAZAR) (RP 7 Y RP 215)"
"08/12/2023",460,"SAN JUAN","POCITOS","JOAQUIN UÑAC (CALLE MENDOZA) Y CALLE 11 (AV. ING. MARCOS ZALAZAR) (RP 7 Y RP 215)"
"08/12/2023",460,"SAN JUAN","POCITOS","JOAQUIN UÑAC (CALLE MENDOZA) Y CALLE 11 (AV. ING. MARCOS ZALAZAR) (RP 7 Y RP 215)"
"13/12/2023",625,"SAN JUAN","POCITOS","JOAQUIN UÑAC (CALLE MENDOZA) Y CALLE 11 (AV. ING. MARCOS ZALAZAR) (RP 7 Y RP 215)"
"13/12/2023",625,"SAN JUAN","POCITOS","JOAQUIN UÑAC (CALLE MENDOZA) Y CALLE 11 (AV. ING. MARCOS ZALAZAR) (RP 7 Y RP 215)"
"01/02/2024",839,"SAN JUAN","SAN JUAN","MATIAS ZABALLA Y FALUCHO"
"01/02/2024",839,"SAN JUAN","SAN JUAN","MATIAS ZABALLA Y FALUCHO"
"01/04/2024",944,"SAN JUAN","SAN JUAN","MATIAS ZABALLA Y FALUCHO"
"01/04/2024",944,"SAN JUAN","SAN JUAN","MATIAS ZABALLA Y FALUCHO"
"01/05/2024",982,"SAN JUAN","SAN JUAN","MATIAS ZABALLA Y FALUCHO"
"01/05/2024",982,"SAN JUAN","SAN JUAN","MATIAS ZABALLA Y FALUCHO"
"01/06/2024",1022,"SAN JUAN","SAN JUAN","MATIAS ZABALLA Y FALUCHO"
"01/06/2024",1022,"SAN JUAN","SAN JUAN","MATIAS ZABALLA Y FALUCHO"
"01/07/2024",1053,"SAN JUAN","SAN JUAN","MATIAS ZABALLA Y FALUCHO"
"01/07/2024",1053,"SAN JUAN","SAN JUAN","MATIAS ZABALLA Y FALUCHO"
"02/03/2024",902,"SAN JUAN","SAN JUAN","MATIAS ZABALLA Y FALUCHO"
"02/03/2024",902,"SAN JUAN","SAN JUAN","MATIAS ZABALLA Y FALUCHO"
"03/01/2024",788,"SAN JUAN","SAN JUAN","MATIAS ZABALLA Y FALUCHO"
"03/01/2024",788,"SAN JUAN","SAN JUAN","MATIAS ZABALLA Y FALUCHO"
"08/12/2023",453,"SAN JUAN","SAN JUAN","MATIAS ZABALLA Y FALUCHO"
"08/12/2023",453,"SAN JUAN","SAN JUAN","MATIAS ZABALLA Y FALUCHO"
"13/12/2023",625,"SAN JUAN","SAN JUAN","MATIAS ZABALLA Y FALUCHO"
"13/12/2023",625,"SAN JUAN","SAN JUAN","MATIAS ZABALLA Y FALUCHO"
"01/02/2024",839,"SAN JUAN","POCITOS","MAURIN CALLE 6 Y 7"
"01/02/2024",839,"SAN JUAN","POCITOS","MAURIN CALLE 6 Y 7"
"01/04/2024",944,"SAN JUAN","POCITOS","MAURIN CALLE 6 Y 7"
"01/04/2024",944,"SAN JUAN","POCITOS","MAURIN CALLE 6 Y 7"
"01/05/2024",982,"SAN JUAN","POCITOS","MAURIN CALLE 6 Y 7"
"01/05/2024",982,"SAN JUAN","POCITOS","MAURIN CALLE 6 Y 7"
"01/06/2024",1022,"SAN JUAN","POCITOS","MAURIN CALLE 6 Y 7"
"01/06/2024",1022,"SAN JUAN","POCITOS","MAURIN CALLE 6 Y 7"
"01/07/2024",1053,"SAN JUAN","POCITOS","MAURIN CALLE 6 Y 7"
"01/07/2024",1053,"SAN JUAN","POCITOS","MAURIN CALLE 6 Y 7"
"02/03/2024",902,"SAN JUAN","POCITOS","MAURIN CALLE 6 Y 7"
"02/03/2024",902,"SAN JUAN","POCITOS","MAURIN CALLE 6 Y 7"
"03/01/2024",788,"SAN JUAN","POCITOS","MAURIN CALLE 6 Y 7"
"03/01/2024",788,"SAN JUAN","POCITOS","MAURIN CALLE 6 Y 7"
"08/12/2023",460,"SAN JUAN","POCITOS","MAURIN CALLE 6 Y 7"
"08/12/2023",460,"SAN JUAN","POCITOS","MAURIN CALLE 6 Y 7"
"13/12/2023",625,"SAN JUAN","POCITOS","MAURIN CALLE 6 Y 7"
"13/12/2023",625,"SAN JUAN","POCITOS","MAURIN CALLE 6 Y 7"
"01/02/2024",839,"SAN JUAN","RAWSON","MENDOZA Y SIVORI"
"01/02/2024",839,"SAN JUAN","RAWSON","MENDOZA Y SIVORI"
"01/04/2024",944,"SAN JUAN","RAWSON","MENDOZA Y SIVORI"
"01/04/2024",944,"SAN JUAN","RAWSON","MENDOZA Y SIVORI"
"01/05/2024",982,"SAN JUAN","RAWSON","MENDOZA Y SIVORI"
"01/05/2024",982,"SAN JUAN","RAWSON","MENDOZA Y SIVORI"
"01/06/2024",1022,"SAN JUAN","RAWSON","MENDOZA Y SIVORI"
"01/06/2024",1022,"SAN JUAN","RAWSON","MENDOZA Y SIVORI"
"01/07/2024",1053,"SAN JUAN","RAWSON","MENDOZA Y SIVORI"
"01/07/2024",1053,"SAN JUAN","RAWSON","MENDOZA Y SIVORI"
"02/03/2024",902,"SAN JUAN","RAWSON","MENDOZA Y SIVORI"
"02/03/2024",902,"SAN JUAN","RAWSON","MENDOZA Y SIVORI"
"03/01/2024",788,"SAN JUAN","RAWSON","MENDOZA Y SIVORI"
"03/01/2024",788,"SAN JUAN","RAWSON","MENDOZA Y SIVORI"
"08/12/2023",460,"SAN JUAN","RAWSON","MENDOZA Y SIVORI"
"08/12/2023",460,"SAN JUAN","RAWSON","MENDOZA Y SIVORI"
"13/12/2023",625,"SAN JUAN","RAWSON","MENDOZA Y SIVORI"
"13/12/2023",625,"SAN JUAN","RAWSON","MENDOZA Y SIVORI"
"01/02/2024",825,"BUENOS AIRES","LA PLATA","72 1194"
"01/02/2024",825,"BUENOS AIRES","LA PLATA","72 1194"
"01/04/2024",929,"BUENOS AIRES","LA PLATA","72 1194"
"01/04/2024",929,"BUENOS AIRES","LA PLATA","72 1194"
"01/05/2024",966,"BUENOS AIRES","LA PLATA","72 1194"
"01/05/2024",966,"BUENOS AIRES","LA PLATA","72 1194"
"01/06/2024",999,"BUENOS AIRES","LA PLATA","72 1194"
"01/06/2024",999,"BUENOS AIRES","LA PLATA","72 1194"
"01/07/2024",1029,"BUENOS AIRES","LA PLATA","72 1194"
"01/07/2024",1029,"BUENOS AIRES","LA PLATA","72 1194"
"02/03/2024",887,"BUENOS AIRES","LA PLATA","72 1194"
"02/03/2024",887,"BUENOS AIRES","LA PLATA","72 1194"
"03/01/2024",775,"BUENOS AIRES","LA PLATA","72 1194"
"03/01/2024",775,"BUENOS AIRES","LA PLATA","72 1194"
"08/12/2023",454,"BUENOS AIRES","LA PLATA","72 1194"
"08/12/2023",454,"BUENOS AIRES","LA PLATA","72 1194"
"13/12/2023",623,"BUENOS AIRES","LA PLATA","72 1194"
"13/12/2023",623,"BUENOS AIRES","LA PLATA","72 1194"
"01/02/2024",825,"BUENOS AIRES","GUERNICA","RUTA 58 N° 10500 (FRENTE AL LAUQUEN CLUB DE CAMPO)"
"01/02/2024",825,"BUENOS AIRES","GUERNICA","RUTA 58 N° 10500 (FRENTE AL LAUQUEN CLUB DE CAMPO)"
"01/04/2024",929,"BUENOS AIRES","GUERNICA","RUTA 58 N° 10500 (FRENTE AL LAUQUEN CLUB DE CAMPO)"
"01/04/2024",929,"BUENOS AIRES","GUERNICA","RUTA 58 N° 10500 (FRENTE AL LAUQUEN CLUB DE CAMPO)"
"01/05/2024",966,"BUENOS AIRES","GUERNICA","RUTA 58 N° 10500 (FRENTE AL LAUQUEN CLUB DE CAMPO)"
"01/05/2024",966,"BUENOS AIRES","GUERNICA","RUTA 58 N° 10500 (FRENTE AL LAUQUEN CLUB DE CAMPO)"
"01/06/2024",999,"BUENOS AIRES","GUERNICA","RUTA 58 N° 10500 (FRENTE AL LAUQUEN CLUB DE CAMPO)"
"01/06/2024",999,"BUENOS AIRES","GUERNICA","RUTA 58 N° 10500 (FRENTE AL LAUQUEN CLUB DE CAMPO)"
"01/07/2024",1044,"BUENOS AIRES","GUERNICA","RUTA 58 N° 10500 (FRENTE AL LAUQUEN CLUB DE CAMPO)"
"01/07/2024",1044,"BUENOS AIRES","GUERNICA","RUTA 58 N° 10500 (FRENTE AL LAUQUEN CLUB DE CAMPO)"
"02/03/2024",887,"BUENOS AIRES","GUERNICA","RUTA 58 N° 10500 (FRENTE AL LAUQUEN CLUB DE CAMPO)"
"02/03/2024",887,"BUENOS AIRES","GUERNICA","RUTA 58 N° 10500 (FRENTE AL LAUQUEN CLUB DE CAMPO)"
"03/01/2024",775,"BUENOS AIRES","GUERNICA","RUTA 58 N° 10500 (FRENTE AL LAUQUEN CLUB DE CAMPO)"
"03/01/2024",775,"BUENOS AIRES","GUERNICA","RUTA 58 N° 10500 (FRENTE AL LAUQUEN CLUB DE CAMPO)"
"04/06/2024",1014,"BUENOS AIRES","GUERNICA","RUTA 58 N° 10500 (FRENTE AL LAUQUEN CLUB DE CAMPO)"
"04/06/2024",1014,"BUENOS AIRES","GUERNICA","RUTA 58 N° 10500 (FRENTE AL LAUQUEN CLUB DE CAMPO)"
"08/12/2023",449,"BUENOS AIRES","GUERNICA","RUTA 58 N° 10500 (FRENTE AL LAUQUEN CLUB DE CAMPO)"
"08/12/2023",449,"BUENOS AIRES","GUERNICA","RUTA 58 N° 10500 (FRENTE AL LAUQUEN CLUB DE CAMPO)"
"13/12/2023",616,"BUENOS AIRES","GUERNICA","RUTA 58 N° 10500 (FRENTE AL LAUQUEN CLUB DE CAMPO)"
"13/12/2023",616,"BUENOS AIRES","GUERNICA","RUTA 58 N° 10500 (FRENTE AL LAUQUEN CLUB DE CAMPO)"
"01/02/2024",885,"BUENOS AIRES","GRAL. MADARIAGA","Avellaneda 26"
"01/02/2024",885,"BUENOS AIRES","GRAL. MADARIAGA","Avellaneda 26"
"01/04/2024",997,"BUENOS AIRES","GRAL. MADARIAGA","Avellaneda 26"
"01/04/2024",997,"BUENOS AIRES","GRAL. MADARIAGA","Avellaneda 26"
"01/05/2024",1037,"BUENOS AIRES","GRAL. MADARIAGA","Avellaneda 26"
"01/05/2024",1037,"BUENOS AIRES","GRAL. MADARIAGA","Avellaneda 26"
"01/06/2024",1079,"BUENOS AIRES","GRAL. MADARIAGA","Avellaneda 26"
"01/06/2024",1079,"BUENOS AIRES","GRAL. MADARIAGA","Avellaneda 26"
"01/07/2024",1111,"BUENOS AIRES","GRAL. MADARIAGA","Avellaneda 26"
"01/07/2024",1111,"BUENOS AIRES","GRAL. MADARIAGA","Avellaneda 26"
"02/03/2024",952,"BUENOS AIRES","GRAL. MADARIAGA","Avellaneda 26"
"02/03/2024",952,"BUENOS AIRES","GRAL. MADARIAGA","Avellaneda 26"
"03/01/2024",831,"BUENOS AIRES","GRAL. MADARIAGA","Avellaneda 26"
"03/01/2024",831,"BUENOS AIRES","GRAL. MADARIAGA","Avellaneda 26"
"08/12/2023",483,"BUENOS AIRES","GRAL. MADARIAGA","Avellaneda 26"
"08/12/2023",483,"BUENOS AIRES","GRAL. MADARIAGA","Avellaneda 26"
"13/12/2023",659,"BUENOS AIRES","GRAL. MADARIAGA","Avellaneda 26"
"13/12/2023",659,"BUENOS AIRES","GRAL. MADARIAGA","Avellaneda 26"
"01/02/2024",885,"BUENOS AIRES","DOLORES","BUENOS AIRES 803"
"01/02/2024",885,"BUENOS AIRES","DOLORES","BUENOS AIRES 803"
"01/04/2024",997,"BUENOS AIRES","DOLORES","BUENOS AIRES 803"
"01/04/2024",997,"BUENOS AIRES","DOLORES","BUENOS AIRES 803"
"01/05/2024",1037,"BUENOS AIRES","DOLORES","BUENOS AIRES 803"
"01/05/2024",1037,"BUENOS AIRES","DOLORES","BUENOS AIRES 803"
"01/06/2024",1079,"BUENOS AIRES","DOLORES","BUENOS AIRES 803"
"01/06/2024",1079,"BUENOS AIRES","DOLORES","BUENOS AIRES 803"
"01/07/2024",1111,"BUENOS AIRES","DOLORES","BUENOS AIRES 803"
"01/07/2024",1111,"BUENOS AIRES","DOLORES","BUENOS AIRES 803"
"02/03/2024",952,"BUENOS AIRES","DOLORES","BUENOS AIRES 803"
"02/03/2024",952,"BUENOS AIRES","DOLORES","BUENOS AIRES 803"
"03/01/2024",831,"BUENOS AIRES","DOLORES","BUENOS AIRES 803"
"03/01/2024",831,"BUENOS AIRES","DOLORES","BUENOS AIRES 803"
"08/12/2023",488,"BUENOS AIRES","DOLORES","BUENOS AIRES 803"
"08/12/2023",488,"BUENOS AIRES","DOLORES","BUENOS AIRES 803"
"13/12/2023",659,"BUENOS AIRES","DOLORES","BUENOS AIRES 803"
"13/12/2023",659,"BUENOS AIRES","DOLORES","BUENOS AIRES 803"
"01/02/2024",799,"MENDOZA","SAN RAFAEL","RUTA 143 Y LOS CLAVELES"
"01/02/2024",799,"MENDOZA","SAN RAFAEL","RUTA 143 Y LOS CLAVELES"
"01/04/2024",899,"MENDOZA","SAN RAFAEL","RUTA 143 Y LOS CLAVELES"
"01/04/2024",899,"MENDOZA","SAN RAFAEL","RUTA 143 Y LOS CLAVELES"
"01/05/2024",935,"MENDOZA","SAN RAFAEL","RUTA 143 Y LOS CLAVELES"
"01/05/2024",935,"MENDOZA","SAN RAFAEL","RUTA 143 Y LOS CLAVELES"
"01/06/2024",973,"MENDOZA","SAN RAFAEL","RUTA 143 Y LOS CLAVELES"
"01/06/2024",973,"MENDOZA","SAN RAFAEL","RUTA 143 Y LOS CLAVELES"
"01/07/2024",999,"MENDOZA","SAN RAFAEL","RUTA 143 Y LOS CLAVELES"
"01/07/2024",999,"MENDOZA","SAN RAFAEL","RUTA 143 Y LOS CLAVELES"
"02/03/2024",859,"MENDOZA","SAN RAFAEL","RUTA 143 Y LOS CLAVELES"
"02/03/2024",859,"MENDOZA","SAN RAFAEL","RUTA 143 Y LOS CLAVELES"
"03/01/2024",755,"MENDOZA","SAN RAFAEL","RUTA 143 Y LOS CLAVELES"
"03/01/2024",755,"MENDOZA","SAN RAFAEL","RUTA 143 Y LOS CLAVELES"
"08/12/2023",436,"MENDOZA","SAN RAFAEL","RUTA 143 Y LOS CLAVELES"
"08/12/2023",436,"MENDOZA","SAN RAFAEL","RUTA 143 Y LOS CLAVELES"
"13/12/2023",599,"MENDOZA","SAN RAFAEL","RUTA 143 Y LOS CLAVELES"
"13/12/2023",599,"MENDOZA","SAN RAFAEL","RUTA 143 Y LOS CLAVELES"
"01/02/2024",871,"BUENOS AIRES","VILLA RAMALLO","AV.SAN MARTÍN 912"
"01/02/2024",871,"BUENOS AIRES","VILLA RAMALLO","AV.SAN MARTÍN 912"
"01/04/2024",981,"BUENOS AIRES","VILLA RAMALLO","AV.SAN MARTÍN 912"
"01/04/2024",981,"BUENOS AIRES","VILLA RAMALLO","AV.SAN MARTÍN 912"
"01/05/2024",1020,"BUENOS AIRES","VILLA RAMALLO","AV.SAN MARTÍN 912"
"01/05/2024",1020,"BUENOS AIRES","VILLA RAMALLO","AV.SAN MARTÍN 912"
"01/06/2024",1061,"BUENOS AIRES","VILLA RAMALLO","AV.SAN MARTÍN 912"
"01/06/2024",1061,"BUENOS AIRES","VILLA RAMALLO","AV.SAN MARTÍN 912"
"01/07/2024",1093,"BUENOS AIRES","VILLA RAMALLO","AV.SAN MARTÍN 912"
"01/07/2024",1093,"BUENOS AIRES","VILLA RAMALLO","AV.SAN MARTÍN 912"
"02/03/2024",937,"BUENOS AIRES","VILLA RAMALLO","AV.SAN MARTÍN 912"
"02/03/2024",937,"BUENOS AIRES","VILLA RAMALLO","AV.SAN MARTÍN 912"
"03/01/2024",818,"BUENOS AIRES","VILLA RAMALLO","AV.SAN MARTÍN 912"
"03/01/2024",818,"BUENOS AIRES","VILLA RAMALLO","AV.SAN MARTÍN 912"
"08/12/2023",467,"BUENOS AIRES","VILLA RAMALLO","AV.SAN MARTÍN 912"
"08/12/2023",467,"BUENOS AIRES","VILLA RAMALLO","AV.SAN MARTÍN 912"
"13/12/2023",649,"BUENOS AIRES","VILLA RAMALLO","AV.SAN MARTÍN 912"
"13/12/2023",649,"BUENOS AIRES","VILLA RAMALLO","AV.SAN MARTÍN 912"
"01/02/2024",871,"BUENOS AIRES","LAPRIDA","AVDA PEDRO  PEREYRA 1800"
"01/02/2024",871,"BUENOS AIRES","LAPRIDA","AVDA PEDRO  PEREYRA 1800"
"01/04/2024",981,"BUENOS AIRES","LAPRIDA","AVDA PEDRO  PEREYRA 1800"
"01/04/2024",981,"BUENOS AIRES","LAPRIDA","AVDA PEDRO  PEREYRA 1800"
"01/05/2024",1020,"BUENOS AIRES","LAPRIDA","AVDA PEDRO  PEREYRA 1800"
"01/05/2024",1020,"BUENOS AIRES","LAPRIDA","AVDA PEDRO  PEREYRA 1800"
"01/06/2024",1061,"BUENOS AIRES","LAPRIDA","AVDA PEDRO  PEREYRA 1800"
"01/06/2024",1061,"BUENOS AIRES","LAPRIDA","AVDA PEDRO  PEREYRA 1800"
"01/07/2024",1093,"BUENOS AIRES","LAPRIDA","AVDA PEDRO  PEREYRA 1800"
"01/07/2024",1093,"BUENOS AIRES","LAPRIDA","AVDA PEDRO  PEREYRA 1800"
"02/03/2024",937,"BUENOS AIRES","LAPRIDA","AVDA PEDRO  PEREYRA 1800"
"02/03/2024",937,"BUENOS AIRES","LAPRIDA","AVDA PEDRO  PEREYRA 1800"
"03/01/2024",818,"BUENOS AIRES","LAPRIDA","AVDA PEDRO  PEREYRA 1800"
"03/01/2024",818,"BUENOS AIRES","LAPRIDA","AVDA PEDRO  PEREYRA 1800"
"08/12/2023",475,"BUENOS AIRES","LAPRIDA","AVDA PEDRO  PEREYRA 1800"
"08/12/2023",475,"BUENOS AIRES","LAPRIDA","AVDA PEDRO  PEREYRA 1800"
"13/12/2023",649,"BUENOS AIRES","LAPRIDA","AVDA PEDRO  PEREYRA 1800"
"13/12/2023",649,"BUENOS AIRES","LAPRIDA","AVDA PEDRO  PEREYRA 1800"
"01/02/2024",825,"BUENOS AIRES","LANUS","AV. BERNARDINO RIVADAVIA 2410"
"01/02/2024",825,"BUENOS AIRES","LANUS","AV. BERNARDINO RIVADAVIA 2410"
"01/04/2024",929,"BUENOS AIRES","LANUS","AV. BERNARDINO RIVADAVIA 2410"
"01/04/2024",929,"BUENOS AIRES","LANUS","AV. BERNARDINO RIVADAVIA 2410"
"01/05/2024",966,"BUENOS AIRES","LANUS","AV. BERNARDINO RIVADAVIA 2410"
"01/05/2024",966,"BUENOS AIRES","LANUS","AV. BERNARDINO RIVADAVIA 2410"
"01/06/2024",999,"BUENOS AIRES","LANUS","AV. BERNARDINO RIVADAVIA 2410"
"01/06/2024",999,"BUENOS AIRES","LANUS","AV. BERNARDINO RIVADAVIA 2410"
"01/07/2024",1029,"BUENOS AIRES","LANUS","AV. BERNARDINO RIVADAVIA 2410"
"01/07/2024",1029,"BUENOS AIRES","LANUS","AV. BERNARDINO RIVADAVIA 2410"
"02/03/2024",887,"BUENOS AIRES","LANUS","AV. BERNARDINO RIVADAVIA 2410"
"02/03/2024",887,"BUENOS AIRES","LANUS","AV. BERNARDINO RIVADAVIA 2410"
"03/01/2024",775,"BUENOS AIRES","LANUS","AV. BERNARDINO RIVADAVIA 2410"
"03/01/2024",775,"BUENOS AIRES","LANUS","AV. BERNARDINO RIVADAVIA 2410"
"03/07/2024",1044,"BUENOS AIRES","LANUS","AV. BERNARDINO RIVADAVIA 2410"
"03/07/2024",1044,"BUENOS AIRES","LANUS","AV. BERNARDINO RIVADAVIA 2410"
"08/12/2023",448,"BUENOS AIRES","LANUS","AV. BERNARDINO RIVADAVIA 2410"
"08/12/2023",448,"BUENOS AIRES","LANUS","AV. BERNARDINO RIVADAVIA 2410"
"13/12/2023",614,"BUENOS AIRES","LANUS","AV. BERNARDINO RIVADAVIA 2410"
"13/12/2023",614,"BUENOS AIRES","LANUS","AV. BERNARDINO RIVADAVIA 2410"
"01/02/2024",871,"BUENOS AIRES","MAR DEL PLATA","AV. LURO 3399"
"01/02/2024",871,"BUENOS AIRES","MAR DEL PLATA","AV. LURO 3399"
"01/04/2024",1002,"BUENOS AIRES","MAR DEL PLATA","AV. LURO 3399"
"01/04/2024",1002,"BUENOS AIRES","MAR DEL PLATA","AV. LURO 3399"
"01/05/2024",1042,"BUENOS AIRES","MAR DEL PLATA","AV. LURO 3399"
"01/05/2024",1042,"BUENOS AIRES","MAR DEL PLATA","AV. LURO 3399"
"01/06/2024",1085,"BUENOS AIRES","MAR DEL PLATA","AV. LURO 3399"
"01/06/2024",1085,"BUENOS AIRES","MAR DEL PLATA","AV. LURO 3399"
"01/07/2024",1118,"BUENOS AIRES","MAR DEL PLATA","AV. LURO 3399"
"01/07/2024",1118,"BUENOS AIRES","MAR DEL PLATA","AV. LURO 3399"
"02/03/2024",957,"BUENOS AIRES","MAR DEL PLATA","AV. LURO 3399"
"02/03/2024",957,"BUENOS AIRES","MAR DEL PLATA","AV. LURO 3399"
"03/01/2024",818,"BUENOS AIRES","MAR DEL PLATA","AV. LURO 3399"
"03/01/2024",818,"BUENOS AIRES","MAR DEL PLATA","AV. LURO 3399"
"03/05/2024",1043,"BUENOS AIRES","MAR DEL PLATA","AV. LURO 3399"
"03/05/2024",1043,"BUENOS AIRES","MAR DEL PLATA","AV. LURO 3399"
"04/06/2024",1086,"BUENOS AIRES","MAR DEL PLATA","AV. LURO 3399"
"04/06/2024",1086,"BUENOS AIRES","MAR DEL PLATA","AV. LURO 3399"
"08/02/2024",890,"BUENOS AIRES","MAR DEL PLATA","AV. LURO 3399"
"08/02/2024",890,"BUENOS AIRES","MAR DEL PLATA","AV. LURO 3399"
"08/12/2023",468,"BUENOS AIRES","MAR DEL PLATA","AV. LURO 3399"
"08/12/2023",468,"BUENOS AIRES","MAR DEL PLATA","AV. LURO 3399"
"13/12/2023",649,"BUENOS AIRES","MAR DEL PLATA","AV. LURO 3399"
"13/12/2023",649,"BUENOS AIRES","MAR DEL PLATA","AV. LURO 3399"
"01/02/2024",825,"BUENOS AIRES","MAGDALENA","goenaga 409"
"01/02/2024",825,"BUENOS AIRES","MAGDALENA","goenaga 409"
"01/04/2024",929,"BUENOS AIRES","MAGDALENA","goenaga 409"
"01/04/2024",929,"BUENOS AIRES","MAGDALENA","goenaga 409"
"01/05/2024",966,"BUENOS AIRES","MAGDALENA","goenaga 409"
"01/05/2024",966,"BUENOS AIRES","MAGDALENA","goenaga 409"
"01/06/2024",999,"BUENOS AIRES","MAGDALENA","goenaga 409"
"01/06/2024",999,"BUENOS AIRES","MAGDALENA","goenaga 409"
"01/07/2024",1029,"BUENOS AIRES","MAGDALENA","goenaga 409"
"01/07/2024",1029,"BUENOS AIRES","MAGDALENA","goenaga 409"
"02/03/2024",887,"BUENOS AIRES","MAGDALENA","goenaga 409"
"02/03/2024",887,"BUENOS AIRES","MAGDALENA","goenaga 409"
"03/01/2024",775,"BUENOS AIRES","MAGDALENA","goenaga 409"
"03/01/2024",775,"BUENOS AIRES","MAGDALENA","goenaga 409"
"08/12/2023",446,"BUENOS AIRES","MAGDALENA","goenaga 409"
"08/12/2023",446,"BUENOS AIRES","MAGDALENA","goenaga 409"
"13/12/2023",613,"BUENOS AIRES","MAGDALENA","goenaga 409"
"13/12/2023",613,"BUENOS AIRES","MAGDALENA","goenaga 409"
"01/02/2024",871,"BUENOS AIRES","CHACABUCO","tuta 7 km  201"
"01/02/2024",871,"BUENOS AIRES","CHACABUCO","tuta 7 km  201"
"01/04/2024",981,"BUENOS AIRES","CHACABUCO","tuta 7 km  201"
"01/04/2024",981,"BUENOS AIRES","CHACABUCO","tuta 7 km  201"
"01/05/2024",1020,"BUENOS AIRES","CHACABUCO","tuta 7 km  201"
"01/05/2024",1020,"BUENOS AIRES","CHACABUCO","tuta 7 km  201"
"01/06/2024",1061,"BUENOS AIRES","CHACABUCO","tuta 7 km  201"
"01/06/2024",1061,"BUENOS AIRES","CHACABUCO","tuta 7 km  201"
"01/07/2024",1093,"BUENOS AIRES","CHACABUCO","tuta 7 km  201"
"01/07/2024",1093,"BUENOS AIRES","CHACABUCO","tuta 7 km  201"
"02/03/2024",937,"BUENOS AIRES","CHACABUCO","tuta 7 km  201"
"02/03/2024",937,"BUENOS AIRES","CHACABUCO","tuta 7 km  201"
"03/01/2024",818,"BUENOS AIRES","CHACABUCO","tuta 7 km  201"
"03/01/2024",818,"BUENOS AIRES","CHACABUCO","tuta 7 km  201"
"08/12/2023",461,"BUENOS AIRES","CHACABUCO","tuta 7 km  201"
"08/12/2023",461,"BUENOS AIRES","CHACABUCO","tuta 7 km  201"
"13/12/2023",649,"BUENOS AIRES","CHACABUCO","tuta 7 km  201"
"13/12/2023",649,"BUENOS AIRES","CHACABUCO","tuta 7 km  201"
"01/02/2024",839,"SAN JUAN","SAN JUAN","COMANDANTE CABOT OESTE 623"
"01/02/2024",839,"SAN JUAN","SAN JUAN","COMANDANTE CABOT OESTE 623"
"01/04/2024",944,"SAN JUAN","SAN JUAN","COMANDANTE CABOT OESTE 623"
"01/04/2024",944,"SAN JUAN","SAN JUAN","COMANDANTE CABOT OESTE 623"
"01/05/2024",982,"SAN JUAN","SAN JUAN","COMANDANTE CABOT OESTE 623"
"01/05/2024",982,"SAN JUAN","SAN JUAN","COMANDANTE CABOT OESTE 623"
"01/06/2024",1022,"SAN JUAN","SAN JUAN","COMANDANTE CABOT OESTE 623"
"01/06/2024",1022,"SAN JUAN","SAN JUAN","COMANDANTE CABOT OESTE 623"
"01/07/2024",1053,"SAN JUAN","SAN JUAN","COMANDANTE CABOT OESTE 623"
"01/07/2024",1053,"SAN JUAN","SAN JUAN","COMANDANTE CABOT OESTE 623"
"02/03/2024",902,"SAN JUAN","SAN JUAN","COMANDANTE CABOT OESTE 623"
"02/03/2024",902,"SAN JUAN","SAN JUAN","COMANDANTE CABOT OESTE 623"
"03/01/2024",788,"SAN JUAN","SAN JUAN","COMANDANTE CABOT OESTE 623"
"03/01/2024",788,"SAN JUAN","SAN JUAN","COMANDANTE CABOT OESTE 623"
"08/12/2023",460,"SAN JUAN","SAN JUAN","COMANDANTE CABOT OESTE 623"
"08/12/2023",460,"SAN JUAN","SAN JUAN","COMANDANTE CABOT OESTE 623"
"13/12/2023",625,"SAN JUAN","SAN JUAN","COMANDANTE CABOT OESTE 623"
"13/12/2023",625,"SAN JUAN","SAN JUAN","COMANDANTE CABOT OESTE 623"
"01/02/2024",825,"BUENOS AIRES","FLORENCIO VARELA","AV. EVA PERON 7501"
"01/02/2024",825,"BUENOS AIRES","FLORENCIO VARELA","AV. EVA PERON 7501"
"01/04/2024",929,"BUENOS AIRES","FLORENCIO VARELA","AV. EVA PERON 7501"
"01/04/2024",929,"BUENOS AIRES","FLORENCIO VARELA","AV. EVA PERON 7501"
"01/05/2024",966,"BUENOS AIRES","FLORENCIO VARELA","AV. EVA PERON 7501"
"01/05/2024",966,"BUENOS AIRES","FLORENCIO VARELA","AV. EVA PERON 7501"
"01/06/2024",1021,"BUENOS AIRES","FLORENCIO VARELA","AV. EVA PERON 7501"
"01/06/2024",1021,"BUENOS AIRES","FLORENCIO VARELA","AV. EVA PERON 7501"
"01/07/2024",1053,"BUENOS AIRES","FLORENCIO VARELA","AV. EVA PERON 7501"
"01/07/2024",1053,"BUENOS AIRES","FLORENCIO VARELA","AV. EVA PERON 7501"
"02/03/2024",887,"BUENOS AIRES","FLORENCIO VARELA","AV. EVA PERON 7501"
"02/03/2024",887,"BUENOS AIRES","FLORENCIO VARELA","AV. EVA PERON 7501"
